PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS,,
SP9 7AB,10,N,1,1,0,1,0,1,0,422259,147975,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AB
SP9 7AD,10,N,9,9,9,0,0,9,0,423635,148598,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AD
SP9 7AF,10,N,3,3,1,2,0,3,0,422059,147577,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AF
SP9 7AH,10,N,7,7,6,1,0,7,0,422789,147326,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AH
SP9 7AJ,10,N,1,1,0,1,0,1,0,423269,147551,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AJ
SP9 7AL,10,N,2,2,0,2,0,2,0,423037,147614,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AL
SP9 7AN,10,N,1,1,1,0,0,1,0,422753,147533,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AN
SP9 7AQ,10,N,6,6,6,0,0,6,0,422488,147110,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AQ
SP9 7AR,10,N,3,3,3,0,0,3,0,422822,147908,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AR
SP9 7AS,10,N,1,1,1,0,0,1,0,422500,147976,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AS
SP9 7AU,10,N,1,1,0,1,0,1,0,423153,148178,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AU
SP9 7AW,10,N,6,5,4,2,0,5,1,423117,147789,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AW
SP9 7AZ,10,N,2,2,2,0,0,2,0,422257,147765,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7AZ
SP9 7BA,10,N,1,1,1,0,0,1,0,422228,147981,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BA
SP9 7BB,10,N,1,1,0,1,0,1,0,421976,148011,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BB
SP9 7BD,10,N,1,1,1,0,0,1,0,423977,148021,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BD
SP9 7BE,10,N,2,2,2,0,0,2,0,422641,147088,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BE
SP9 7BF,10,N,7,7,7,0,0,7,0,423493,149053,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BF
SP9 7BN,10,N,2,2,1,1,0,2,0,423240,148128,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BN
SP9 7BQ,10,N,4,4,1,3,0,4,0,423019,148289,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BQ
SP9 7BS,10,N,2,2,0,2,0,2,0,423143,148524,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BS
SP9 7BT,10,N,4,2,0,4,0,2,2,423079,148329,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7BT
SP9 7BU,10,N,1,1,0,1,0,1,0,423104,148556,E92000001,E19000002,E18000010,,E06000054,E05008399,L,,SP9 7BU
SP9 7DX,10,N,2,2,1,1,0,2,0,422753,148209,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7DX
SP9 7EA,10,N,1,1,0,1,0,1,0,423129,148358,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7EA
SP9 7EN,10,N,1,1,1,0,0,1,0,423269,148877,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7EN
SP9 7EP,10,N,2,2,0,2,0,2,0,423432,148931,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7EP
SP9 7ER,10,N,1,1,1,0,0,1,0,423340,149183,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7ER
SP9 7ES,10,N,2,2,2,0,0,2,0,423232,149027,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7ES
SP9 7ET,10,N,10,10,9,1,0,10,0,423170,149072,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7ET
SP9 7EU,10,N,61,61,61,0,0,61,0,423251,149264,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7EU,
SP9 7EW,10,N,15,15,15,0,0,15,0,423366,148992,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7EW,
SP9 7EX,10,N,42,42,42,0,0,42,0,423117,149213,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7EX,
SP9 7EY,10,N,26,26,26,0,0,26,0,422958,149201,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7EY,
SP9 7EZ,10,N,14,14,14,0,0,14,0,422974,149270,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7EZ,
SP9 7FA,10,N,14,14,14,0,0,14,0,423646,149017,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FA,
SP9 7FB,10,N,14,14,14,0,0,14,0,423599,149086,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FB,
SP9 7FD,10,N,12,12,12,0,0,12,0,423699,149143,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FD,
SP9 7FE,10,N,10,10,10,0,0,10,0,423761,149145,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7FE
SP9 7FF,10,N,8,8,8,0,0,8,0,423798,149176,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7FF
SP9 7FG,10,N,5,5,5,0,0,5,0,424252,149053,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7FG
SP9 7FH,10,N,8,8,5,3,0,8,0,423808,148467,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7FH
SP9 7FJ,10,N,21,21,21,0,0,21,0,423512,148994,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FJ,
SP9 7FN,10,N,18,18,18,0,0,18,0,423312,149135,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FN,
SP9 7FP,10,N,45,45,45,0,0,45,0,423583,149749,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FP,
SP9 7FQ,10,N,20,20,20,0,0,20,0,423517,149885,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FQ,
SP9 7FR,10,N,41,41,41,0,0,41,0,423495,149790,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FR,
SP9 7FS,10,N,16,16,16,0,0,16,0,423622,149741,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FS,
SP9 7FT,10,N,9,9,9,0,0,9,0,423521,149712,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7FT
SP9 7FU,10,N,62,62,62,0,0,62,0,423631,149551,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FU,
SP9 7FW,10,N,10,10,10,0,0,10,0,423639,148463,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7FW
SP9 7FX,10,N,12,12,12,0,0,12,0,423508,149641,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FX,
SP9 7FY,10,N,51,51,51,0,0,51,0,423580,149570,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FY,
SP9 7FZ,10,N,15,15,15,0,0,15,0,423491,149572,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7FZ,
SP9 7GA,10,N,25,25,25,0,0,25,0,424057,148828,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GA,
SP9 7GB,10,N,22,22,22,0,0,22,0,424323,148779,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GB,
SP9 7GD,10,N,20,20,20,0,0,20,0,424267,148821,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GD,
SP9 7GE,10,N,37,37,37,0,0,37,0,424055,148705,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GE,
SP9 7GF,10,N,30,30,30,0,0,30,0,424023,148717,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GF,
SP9 7GG,10,N,19,19,19,0,0,19,0,423925,148552,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GG,
SP9 7GH,10,N,18,18,18,0,0,18,0,424126,148867,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GH,
SP9 7GJ,10,N,4,4,4,0,0,4,0,424060,148911,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7GJ
SP9 7GL,10,N,17,17,17,0,0,17,0,424322,148894,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GL,
SP9 7GN,10,N,18,18,18,0,0,18,0,423942,148694,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GN,
SP9 7GP,10,N,17,17,17,0,0,17,0,423538,149502,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GP,
SP9 7GQ,10,N,48,48,48,0,0,48,0,424032,148617,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GQ,
SP9 7GR,10,N,14,14,14,0,0,14,0,423676,149519,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GR,
SP9 7GS,10,N,50,50,50,0,0,50,0,423331,149223,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GS,
SP9 7GT,10,N,23,23,23,0,0,23,0,423416,149159,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GT,
SP9 7GU,10,N,11,11,11,0,0,11,0,423430,149101,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7GU
SP9 7GW,10,N,5,5,5,0,0,5,0,423977,148700,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7GW
SP9 7GX,10,N,57,57,57,0,0,57,0,423887,147812,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7GX,
SP9 7GY,10,N,11,11,11,0,0,11,0,423799,147570,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7GY
SP9 7GZ,10,N,8,8,8,0,0,8,0,423796,147494,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7GZ
SP9 7HA,10,N,22,22,22,0,0,22,0,422892,149324,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HA,
SP9 7HB,10,N,9,9,9,0,0,9,0,422860,149405,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HB
SP9 7HD,10,N,26,26,26,0,0,26,0,422783,149451,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HD,
SP9 7HE,10,N,40,40,40,0,0,40,0,423013,149309,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HE,
SP9 7HF,10,N,30,30,30,0,0,30,0,423099,149256,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HF,
SP9 7HG,10,N,30,30,30,0,0,30,0,422945,149360,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HG,
SP9 7HH,10,N,28,28,28,0,0,28,0,422826,149296,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HH,
SP9 7HJ,10,N,26,26,26,0,0,26,0,423393,149029,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HJ,
SP9 7HL,10,N,9,9,9,0,0,9,0,423790,147468,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HL
SP9 7HN,10,N,9,9,9,0,0,9,0,423778,147420,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HN
SP9 7HP,10,N,11,11,11,0,0,11,0,423392,149523,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HP
SP9 7HQ,10,N,11,11,11,0,0,11,0,422785,149356,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HQ
SP9 7HR,10,N,11,11,11,0,0,11,0,423342,149528,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HR
SP9 7HS,10,N,11,11,11,0,0,11,0,423294,149546,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HS
SP9 7HT,10,N,11,11,11,0,0,11,0,423241,149568,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HT
SP9 7HU,10,N,12,12,12,0,0,12,0,423202,149583,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HU,
SP9 7HW,10,N,5,5,5,0,0,5,0,423630,147772,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7HW
SP9 7HX,10,N,24,24,24,0,0,24,0,423137,149561,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HX,
SP9 7HY,10,N,36,36,36,0,0,36,0,423076,149443,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HY,
SP9 7HZ,10,N,27,27,27,0,0,27,0,423013,149487,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7HZ,
SP9 7JA,10,N,19,19,19,0,0,19,0,422897,149441,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JA,
SP9 7JB,10,N,26,26,26,0,0,26,0,422947,149530,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JB,
SP9 7JD,10,N,32,32,32,0,0,32,0,422876,149569,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JD,
SP9 7JE,10,N,35,35,35,0,0,35,0,422988,149625,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JE,
SP9 7JF,10,N,2,2,1,1,0,2,0,422933,149723,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7JF
SP9 7JG,10,N,28,28,28,0,0,28,0,422783,149637,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JG,
SP9 7JH,10,N,4,4,4,0,0,4,0,423279,149627,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7JH
SP9 7JJ,10,N,32,32,32,0,0,32,0,423311,149708,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JJ,
SP9 7JL,10,N,10,10,10,0,0,10,0,423403,149595,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7JL
SP9 7JN,10,N,32,32,32,0,0,32,0,423415,149724,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JN,
SP9 7JQ,10,N,45,45,45,0,0,45,0,423229,149716,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JQ,
SP9 7JR,10,N,1,1,1,0,0,1,0,423015,150678,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7JR
SP9 7JS,10,N,2,2,2,0,0,2,0,423255,150970,E92000001,E19000002,E18000010,,E06000054,E05008397,S,,SP9 7JS
SP9 7JT,10,N,2,2,2,0,0,2,0,423257,150953,E92000001,E19000002,E18000010,,E06000054,E05008397,S,,SP9 7JT
SP9 7JW,10,N,17,17,17,0,0,17,0,423442,149622,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JW,
SP9 7JX,10,N,48,48,48,0,0,48,0,423145,149725,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JX,
SP9 7JY,10,N,9,9,9,0,0,9,0,423158,149714,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7JY
SP9 7JZ,10,N,16,16,16,0,0,16,0,423369,149356,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7JZ,
SP9 7LA,10,N,1,1,0,1,0,1,0,423528,148906,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LA
SP9 7LB,10,N,7,7,4,3,0,7,0,423535,148933,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LB
SP9 7LD,10,N,1,1,0,1,0,1,0,423534,148949,E92000001,E19000002,E18000010,,E06000054,E05008399,L,,SP9 7LD
SP9 7LE,10,N,5,5,5,0,0,5,0,423480,149077,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LE
SP9 7LF,10,N,2,2,2,0,0,2,0,423533,149158,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LF
SP9 7LG,10,N,12,12,7,5,0,12,0,423511,149338,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LG
SP9 7LH,10,N,14,14,14,0,0,14,0,423418,149289,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LH,
SP9 7LJ,10,N,15,15,15,0,0,15,0,423382,149272,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LJ,
SP9 7LN,10,N,29,29,29,0,0,29,0,423295,149439,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LN,
SP9 7LP,10,N,27,27,27,0,0,27,0,423150,149450,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LP,
SP9 7LQ,10,N,7,7,7,0,0,7,0,423321,149413,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LQ
SP9 7LR,10,N,11,11,11,0,0,11,0,423005,149422,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LR
SP9 7LS,10,N,12,12,12,0,0,12,0,423452,149383,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LS,
SP9 7LT,10,N,6,6,6,0,0,6,0,423528,149402,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LT
SP9 7LU,10,N,12,12,12,0,0,12,0,423613,149275,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LU,
SP9 7LW,10,N,28,28,28,0,0,28,0,423157,149354,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LW,
SP9 7LX,10,N,18,18,18,0,0,18,0,424038,149468,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7LX,
SP9 7LZ,10,N,4,4,4,0,0,4,0,423975,149359,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7LZ
SP9 7NA,10,N,8,8,8,0,0,8,0,423946,149320,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NA
SP9 7NB,10,N,58,58,58,0,0,58,0,424168,149370,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7NB,
SP9 7ND,10,N,13,13,13,0,0,13,0,424117,149187,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7ND,
SP9 7NE,10,N,26,26,26,0,0,26,0,424056,149394,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7NE,
SP9 7NF,10,N,30,30,30,0,0,30,0,424103,149351,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7NF,
SP9 7NG,10,N,15,15,15,0,0,15,0,424044,149269,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7NG,
SP9 7NH,10,N,39,39,39,0,0,39,0,423617,149360,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7NH,
SP9 7NJ,10,N,9,9,9,0,0,9,0,423942,149371,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NJ
SP9 7NL,10,N,4,4,4,0,0,4,0,423965,149411,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NL
SP9 7NN,10,N,24,24,13,11,0,24,0,423676,148457,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7NN,
SP9 7NQ,10,N,5,5,5,0,0,5,0,423522,149323,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NQ
SP9 7NR,10,N,12,12,5,7,0,12,0,423833,148463,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NR
SP9 7NS,10,N,8,8,8,0,0,8,0,423957,148433,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NS
SP9 7NW,10,N,6,6,1,5,0,6,0,423776,148442,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NW
SP9 7NZ,10,N,15,15,9,6,0,15,0,423738,148451,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7NZ
SP9 7PA,10,N,30,30,30,0,0,30,0,424200,149047,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PA,
SP9 7PB,10,N,30,30,30,0,0,30,0,424223,149153,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PB,
SP9 7PD,10,N,8,8,8,0,0,8,0,423960,149050,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7PD
SP9 7PE,10,N,13,13,13,0,0,13,0,424071,149043,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PE,
SP9 7PF,10,N,48,48,48,0,0,48,0,424292,149112,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PF,
SP9 7PG,10,N,13,13,13,0,0,13,0,424356,149137,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PG,
SP9 7PH,10,N,12,12,12,0,0,12,0,424301,148991,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PH,
SP9 7PP,10,N,22,22,22,0,0,22,0,424032,149116,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PP,
SP9 7PQ,10,N,13,13,13,0,0,13,0,424331,149058,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PQ,
SP9 7PR,10,N,50,50,50,0,0,50,0,423994,149050,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7PR,
SP9 7PS,10,N,6,6,0,6,0,6,0,423754,148417,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7PS
SP9 7PT,10,N,10,10,10,0,0,10,0,423677,147765,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7PT
SP9 7PU,10,N,11,11,11,0,0,11,0,423610,148803,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7PU
SP9 7PX,10,N,11,11,11,0,0,11,0,423578,148761,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7PX
SP9 7PY,10,N,11,11,11,0,0,11,0,423631,148775,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7PY
SP9 7PZ,10,N,11,11,11,0,0,11,0,423661,148744,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7PZ
SP9 7QA,10,N,13,13,12,1,0,13,0,423654,148640,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QA,
SP9 7QB,10,N,49,49,49,0,0,49,0,423748,148844,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QB,
SP9 7QD,10,N,10,9,1,9,0,9,1,423895,148921,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7QD
SP9 7QE,10,N,8,8,8,0,0,8,0,423968,149148,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7QE
SP9 7QF,10,N,6,6,6,0,0,6,0,423988,149204,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7QF
SP9 7QG,10,N,36,36,36,0,0,36,0,423772,148885,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QG,
SP9 7QJ,10,N,15,15,15,0,0,15,0,423602,149178,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QJ,
SP9 7QL,10,N,15,15,15,0,0,15,0,423628,149157,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QL,
SP9 7QN,10,N,1,1,0,1,0,1,0,423788,148740,E92000001,E19000002,E18000010,,E06000054,E05008399,L,,SP9 7QN
SP9 7QQ,10,N,12,12,11,1,0,12,0,423633,148955,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7QQ
SP9 7QR,10,N,16,16,15,1,0,16,0,423852,149169,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QR,
SP9 7QS,10,N,15,15,15,0,0,15,0,423899,149201,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QS,
SP9 7QU,10,N,15,15,15,0,0,15,0,423936,149228,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7QU,
SP9 7RA,10,N,11,11,11,0,0,11,0,424154,148953,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RA
SP9 7RB,10,N,11,11,11,0,0,11,0,424183,148906,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RB
SP9 7RD,10,N,11,11,11,0,0,11,0,424137,148992,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RD
SP9 7RE,10,N,8,8,8,0,0,8,0,423863,148619,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RE
SP9 7RL,10,N,4,4,4,0,0,4,0,423253,145562,E92000001,E19000002,E18000009,E10000014,E07000093,E05012933,S,,SP9 7RL
SP9 7RN,10,N,10,10,10,0,0,10,0,423237,148252,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RN
SP9 7RP,10,N,4,4,4,0,0,4,0,423275,148329,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RP
SP9 7RR,10,N,6,6,6,0,0,6,0,423283,148196,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RR
SP9 7RS,10,N,6,6,6,0,0,6,0,423205,148496,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RS
SP9 7RT,10,N,17,17,17,0,0,17,0,423311,148522,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7RT,
SP9 7RW,10,N,4,4,4,0,0,4,0,423264,148287,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RW
SP9 7RY,10,N,30,30,30,0,0,30,0,423347,148285,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7RY,
SP9 7RZ,10,N,4,4,2,2,0,4,0,423357,148194,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7RZ
SP9 7SA,10,N,2,2,2,0,0,2,0,423401,148248,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SA
SP9 7SB,10,N,2,2,2,0,0,2,0,423399,148262,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SB
SP9 7SD,10,N,4,4,4,0,0,4,0,423407,148299,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SD
SP9 7SE,10,N,5,5,5,0,0,5,0,423402,148356,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SE
SP9 7SF,10,N,12,12,12,0,0,12,0,423396,148463,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7SF,
SP9 7SG,10,N,16,16,16,0,0,16,0,423607,148327,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7SG,
SP9 7SH,10,N,3,3,3,0,0,3,0,423779,148204,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SH
SP9 7SJ,10,N,16,16,16,0,0,16,0,423869,148122,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7SJ,
SP9 7SL,10,N,31,31,31,0,0,31,0,423804,148064,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7SL,
SP9 7SN,10,N,7,7,7,0,0,7,0,423750,147930,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SN
SP9 7SP,10,N,10,10,10,0,0,10,0,423893,147916,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SP
SP9 7SQ,10,N,20,20,20,0,0,20,0,423765,148254,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7SQ,
SP9 7SR,10,N,4,4,4,0,0,4,0,423715,147752,E92000001,E19000002,E18000010,,E06000054,E05008399,S,,SP9 7SR
SP9 7SS,10,N,14,14,14,0,0,14,0,423767,147868,E92000001,E19000002,E18000010,,E06000054,E05008399,S,SP9 7SS,
