,Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,post
1528178,SP117LQ,SP11 7LQ,SP11 7LQ,Jan-80,0,439005,141018,1,E10000014,Hampshire,E07000093,Test Valley,E05004640,Harewood,E92000001,England,E12000008,South East,E14000901,Romsey and Southampton North,E15000008,South East,E16000133,Hampshire,E01023178,,E02004821,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.443521,51.167083,Postcode Level,04/01/2018,"(51.167083, -1.443521)",1462452,sp117lq
1528424,SP6 1PJ,SP6  1PJ,SP6 1PJ,Jan-80,0,412468,114763,1,E10000014,Hampshire,E07000091,New Forest,E05008933,Fordingbridge,E92000001,England,E12000008,South East,E14000828,New Forest West,E15000008,South East,E16000133,Hampshire,E01023021,,E02004779,,1A2,Rural residents;Farming communities;Established farming communities,-1.824158,50.932186,Postcode Level,04/01/2018,"(50.932186, -1.824158)",1466731,sp61pj
1528496,SP6 3AW,SP6  3AW,SP6 3AW,Jan-80,0,412182,112534,1,E10000009,Dorset,E07000049,East Dorset,E05009515,Alderholt,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020374,,E02004243,,6A3,Suburbanites;Suburban achievers;Detached retirement living,-1.828095,50.912146,Postcode Level,04/01/2018,"(50.912146, -1.828095)",1466976,sp63aw
1528576,SP103HZ,SP10 3HZ,SP10 3HZ,Jan-80,0,436012,145604,1,E10000014,Hampshire,E07000093,Test Valley,E05004643,Millway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023190,,E02004817,,5B2,Urbanites;Ageing urban living;Communal retirement,-1.485867,51.208514,Postcode Level,04/01/2018,"(51.208514, -1.485867)",1461287,sp103hz
1528658,SP2 7UA,SP2  7UA,SP2 7UA,Dec-00,0,413799,130080,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008393,Salisbury St Paul's,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032022,,E02006673,,7A2,Constrained city dwellers;Challenged diversity;Hampered aspiration,-1.804434,51.069887,Postcode Level,04/01/2018,"(51.069887, -1.804434)",1463455,sp27ua
1529716,SP102HQ,SP10 2HQ,SP10 2HQ,Jan-80,0,435854,144252,1,E10000014,Hampshire,E07000093,Test Valley,E05004651,Winton,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023218,,E02004819,,6B2,Suburbanites;Semi-detached suburbia;White suburban communities,-1.488264,51.196367,Postcode Level,04/01/2018,"(51.196367, -1.488264)",1461050,sp102hq
1529813,SP7 9PS,SP7  9PS,SP7 9PS,Jan-80,0,382745,124763,1,E10000009,Dorset,E07000050,North Dorset,E05010008,Motcombe & Bourton,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01033156,,E02004256,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.247384,51.02197,Postcode Level,04/01/2018,"(51.02197, -2.247384)",1467757,sp79ps
1530166,SP2 7SR,SP2  7SR,SP2 7SR,Jun-02,0,413945,129944,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008393,Salisbury St Paul's,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032022,,E02006673,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.802356,51.068661,Postcode Level,04/01/2018,"(51.068661, -1.802356)",1463433,sp27sr
1530540,SP3 5PH,SP3  5PH,SP3 5PH,Jan-80,0,396273,126281,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032031,,E02006676,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.054529,51.035876,Postcode Level,04/01/2018,"(51.035876, -2.054529)",1464217,sp35ph
1530604,SP5 1NP,SP5  1NP,SP5 1NP,Jan-80,0,427332,129842,1,E10000014,Hampshire,E07000093,Test Valley,E05004639,Dun Valley,E92000001,England,E12000008,South East,E14000901,Romsey and Southampton North,E15000008,South East,E16000133,Hampshire,E01023177,,E02004822,,1A2,Rural residents;Farming communities;Established farming communities,-1.61131,51.067265,Postcode Level,04/01/2018,"(51.067265, -1.61131)",1465663,sp51np
1530716,SP2 7JB,SP2  7JB,SP2 7JB,Jan-80,0,412915,130543,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008387,Salisbury Fisherton and Bemerton Village,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032002,,E02006670,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.817034,51.074071,Postcode Level,04/01/2018,"(51.074071, -1.817034)",1463335,sp27jb
1530912,SP117HQ,SP11 7HQ,SP11 7HQ,Jan-80,0,436156,142863,1,E10000014,Hampshire,E07000093,Test Valley,E05004632,Anna,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023160,,E02004821,,1C1,Rural residents;Ageing rural dwellers;Rural employment and retirees,-1.484081,51.183859,Postcode Level,04/01/2018,"(51.183859, -1.484081)",1462413,sp117hq
1531406,SP116EP,SP11 6EP,SP11 6EP,Jan-80,0,441116,151309,1,E10000014,Hampshire,E07000084,Basingstoke and Deane,E05004436,"Burghclere, Highclere and St Mary Bourne",E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01022514,,E02004694,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.412154,51.259466,Postcode Level,04/01/2018,"(51.259466, -1.412154)",1462065,sp116ep
1531441,SP8 5LL,SP8  5LL,SP8 5LL,Jan-80,0,379809,122945,1,E10000009,Dorset,E07000050,North Dorset,E05010014,The Stours & Marnhull,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020462,,E02004256,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-2.289146,51.005533,Postcode Level,04/01/2018,"(51.005533, -2.289146)",1468220,sp85ll
1531527,SP7 9EL,SP7  9EL,SP7 9EL,Jan-80,0,392174,125035,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008401,Tisbury,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01031991,,E02006676,,1A2,Rural residents;Farming communities;Established farming communities,-2.112955,51.024623,Postcode Level,04/01/2018,"(51.024623, -2.112955)",1467659,sp79el
1531844,SP2 9AY,SP2  9AY,SP2 9AY,Jan-80,0,410979,131035,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008419,Wilton and Lower Wylye Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032040,,E02006669,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.844644,51.078528,Postcode Level,04/01/2018,"(51.078528, -1.844644)",1463693,sp29ay
1532244,SP4 6FA,SP4  6FA,SP4 6FA,May-02,0,412681,137075,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008331,Bourne and Woodford Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032013,,E02006664,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.820147,51.132812,Postcode Level,04/01/2018,"(51.132812, -1.820147)",1464732,sp46fa
1532292,SP4 9BF,SP4  9BF,SP4 9BF,Mar-16,0,414683,148926,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008397,The Collingbournes and Netheravon,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031867,,E02006642,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.791055,51.239327,Postcode Level,04/01/2018,"(51.239327, -1.791055)",1465385,sp49bf
1532551,SP6 3QA,SP6  3QA,SP6 3QA,Jan-80,0,412815,118806,1,E10000014,Hampshire,E07000091,New Forest,E05008932,Downlands and Forest,E92000001,England,E12000008,South East,E14000828,New Forest West,E15000008,South East,E16000133,Hampshire,E01023011,,E02004779,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.818873,50.968532,Postcode Level,04/01/2018,"(50.968532, -1.818873)",1467131,sp63qa
1532675,SP104EW,SP10 4EW,SP10 4EW,Jul-17,0,435295,146739,1,E10000014,Hampshire,E07000093,Test Valley,E05004636,Charlton,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023169,,E02004814,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.496007,51.21876,Postcode Level,04/01/2018,"(51.21876, -1.496007)",1461554,sp104ew
1532888,SP4 7NU,SP4  7NU,SP4 7NU,Jan-80,0,416088,141610,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008330,Amesbury West,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031974,,E02006663,,8A1,Hard-pressed living;Industrious communities;Industrious transitions,-1.771254,51.173505,Postcode Level,04/01/2018,"(51.173505, -1.771254)",1465041,sp47nu
1533019,SP8 5LZ,SP8  5LZ,SP8 5LZ,Jan-80,0,381955,121953,1,E10000009,Dorset,E07000050,North Dorset,E05010014,The Stours & Marnhull,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020462,,E02004256,,1A2,Rural residents;Farming communities;Established farming communities,-2.258507,50.996678,Postcode Level,04/01/2018,"(50.996678, -2.258507)",1468231,sp85lz
1533120,SP5 2PS,SP5  2PS,SP5 2PS,Jan-80,0,420954,119618,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008384,Redlynch and Landford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031992,,E02006677,,1A2,Rural residents;Farming communities;Established farming communities,-1.70291,50.975589,Postcode Level,04/01/2018,"(50.975589, -1.70291)",1465912,sp52ps
1533238,SP105JA,SP10 5JA,SP10 5JA,Jan-80,0,436868,147396,1,E10000014,Hampshire,E07000093,Test Valley,E05004629,Alamein,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023157,,E02004815,,8B2,Hard-pressed living;Challenged terraced workers;Hard pressed rented terraces,-1.473431,51.224572,Postcode Level,04/01/2018,"(51.224572, -1.473431)",1461671,sp105ja
1533270,SP8 4EU,SP8  4EU,SP8 4EU,Jan-80,0,380401,127689,1,E10000009,Dorset,E07000050,North Dorset,E05010004,Gillingham Town,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020450,,E02004256,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.280967,51.048212,Postcode Level,04/01/2018,"(51.048212, -2.280967)",1467850,sp84eu
1533423,SP116GU,SP11 6GU,SP11 6GU,Jun-10,0,437646,147617,1,E10000014,Hampshire,E07000093,Test Valley,E05004629,Alamein,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023155,,E02004816,,8D3,Hard-pressed living;Migration and churn;Hard-Pressed European Settlers,-1.462267,51.226509,Postcode Level,04/01/2018,"(51.226509, -1.462267)",1462110,sp116gu
1533515,SP2 8HY,SP2  8HY,SP2 8HY,Mar-05,0,412727,129053,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032000,,E02006672,,5A1,Urbanites;Urban professionals and families;White professionals,-1.81977,51.060677,Postcode Level,04/01/2018,"(51.060677, -1.81977)",1463575,sp28hy
1533598,SP101HZ,SP10 1HZ,SP10 1HZ,Jan-80,0,436950,145804,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023202,,E02004816,,8C1,Hard-pressed living;Hard pressed ageing workers;Ageing industrious workers,-1.47242,51.210253,Postcode Level,04/01/2018,"(51.210253, -1.47242)",1460855,sp101hz
1533610,SP1 3UG,SP1  3UG,SP1 3UG,Jan-05,1,413857,130232,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008393,Salisbury St Paul's,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032024,,E02006670,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.803601,51.071252,Postcode Level,04/01/2018,"(51.071252, -1.803601)",1460753,sp13ug
1533797,SP101LB,SP10 1LB,SP10 1LB,Jan-80,0,437545,146259,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023203,,E02004817,,5A2,Urbanites;Urban professionals and families;Multi-ethnic professionals with families,-1.463855,51.214305,Postcode Level,04/01/2018,"(51.214305, -1.463855)",1460877,sp101lb
1533835,SP101EY,SP10 1EY,SP10 1EY,Jan-80,0,436644,145654,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023202,,E02004816,,7A2,Constrained city dwellers;Challenged diversity;Hampered aspiration,-1.476816,51.208924,Postcode Level,04/01/2018,"(51.208924, -1.476816)",1460834,sp101ey
1533944,SP8 5BZ,SP8  5BZ,SP8 5BZ,Jan-80,0,376329,130279,1,E10000009,Dorset,E07000050,North Dorset,E05010008,Motcombe & Bourton,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020440,,E02004256,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.339225,51.071347,Postcode Level,04/01/2018,"(51.071347, -2.339225)",1468129,sp85bz
1534220,SP103LG,SP10 3LG,SP10 3LG,Mar-03,0,435720,145493,1,E10000014,Hampshire,E07000093,Test Valley,E05004643,Millway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023187,,E02004819,,5B2,Urbanites;Ageing urban living;Communal retirement,-1.490058,51.207534,Postcode Level,04/01/2018,"(51.207534, -1.490058)",1461313,sp103lg
1534383,SP5 4DE,SP5  4DE,SP5 4DE,Jan-80,0,407117,125853,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031990,,E02006669,,1B1,Rural residents;Rural tenants;Rural life,-1.899883,51.031998,Postcode Level,04/01/2018,"(51.031998, -1.899883)",1466254,sp54de
1534700,SP5 2LL,SP5  2LL,SP5 2LL,Jan-80,0,419915,120215,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008384,Redlynch and Landford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031992,,E02006677,,6A3,Suburbanites;Suburban achievers;Detached retirement living,-1.717685,50.981002,Postcode Level,04/01/2018,"(50.981002, -1.717685)",1465868,sp52ll
1534731,SP6 2BJ,SP6  2BJ,SP6 2BJ,Dec-96,0,417217,117932,1,E10000014,Hampshire,E07000091,New Forest,E05008932,Downlands and Forest,E92000001,England,E12000008,South East,E14000828,New Forest West,E15000008,South East,E16000133,Hampshire,E01023012,,E02004779,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.756225,50.960559,Postcode Level,04/01/2018,"(50.960559, -1.756225)",1466807,sp62bj
1534780,SP9 7TB,SP9  7TB,SP9 7TB,Nov-16,0,423763,147582,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008399,Tidworth,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031880,,E02006643,,5B2,Urbanites;Ageing urban living;Communal retirement,-1.661066,51.226934,Postcode Level,04/01/2018,"(51.226934, -1.661066)",1468533,sp97tb
1534865,SP4 0AN,SP4  0AN,SP4 0AN,Jan-80,0,419471,137677,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008331,Bourne and Woodford Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032032,,E02006664,,1A2,Rural residents;Farming communities;Established farming communities,-1.723075,51.138036,Postcode Level,04/01/2018,"(51.138036, -1.723075)",1464532,sp40an
1535936,SP2 0EX,SP2  0EX,SP2 0EX,Jan-80,0,408870,130613,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008419,Wilton and Lower Wylye Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032040,,E02006669,,8C1,Hard-pressed living;Hard pressed ageing workers;Ageing industrious workers,-1.874769,51.074776,Postcode Level,04/01/2018,"(51.074776, -1.874769)",1463039,sp20ex
1535968,SP8 4NY,SP8  4NY,SP8 4NY,Jan-80,0,380653,127219,1,E10000009,Dorset,E07000050,North Dorset,E05010004,Gillingham Town,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020447,,E02004255,,1B1,Rural residents;Rural tenants;Rural life,-2.277347,51.043994,Postcode Level,04/01/2018,"(51.043994, -2.277347)",1467966,sp84ny
1536014,SP5 5AP,SP5  5AP,SP5 5AP,Jan-80,1,389059,118525,1,E10000009,Dorset,E07000050,North Dorset,E05010013,The Beacon,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020460,,E02004259,,1B1,Rural residents;Rural tenants;Rural life,-2.157177,50.966039,Postcode Level,04/01/2018,"(50.966039, -2.157177)",1466368,sp55ap
1536021,SP7 0LX,SP7  0LX,SP7 0LX,Jan-80,0,386688,120095,1,E10000009,Dorset,E07000050,North Dorset,E05010013,The Beacon,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020460,,E02004259,,1A2,Rural residents;Farming communities;Established farming communities,-2.190999,50.980106,Postcode Level,04/01/2018,"(50.980106, -2.190999)",1467282,sp70lx
1536110,SP4 7BX,SP4  7BX,SP4 7BX,Feb-90,0,413296,138972,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008331,Bourne and Woodford Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032013,,E02006664,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.811288,51.149856,Postcode Level,04/01/2018,"(51.149856, -1.811288)",1464899,sp47bx
1537248,SP5 3AZ,SP5  3AZ,SP5 3AZ,Jan-80,0,418992,127150,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008328,Alderbury and Whiteparish,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031970,,E02006675,,6A2,Suburbanites;Suburban achievers;Comfortable suburbia,-1.730472,51.043393,Postcode Level,04/01/2018,"(51.043393, -1.730472)",1465998,sp53az
1537379,SP3 4AT,SP3  4AT,SP3 4AT,Jan-80,0,405225,131721,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008380,Nadder and East Knoyle,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032004,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.926781,51.084783,Postcode Level,04/01/2018,"(51.084783, -1.926781)",1463861,sp34at
1537432,SP116LN,SP11 6LN,SP11 6LN,Jan-80,0,441223,146489,1,E10000014,Hampshire,E07000093,Test Valley,E05004640,Harewood,E92000001,England,E12000008,South East,E14000901,Romsey and Southampton North,E15000008,South East,E16000133,Hampshire,E01023178,,E02004821,,1A2,Rural residents;Farming communities;Established farming communities,-1.411174,51.21612,Postcode Level,04/01/2018,"(51.21612, -1.411174)",1462162,sp116ln
1537502,SP118BJ,SP11 8BJ,SP11 8BJ,Jan-92,0,429004,143581,1,E10000014,Hampshire,E07000093,Test Valley,E05004631,Amport,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023159,,E02004820,,1A2,Rural residents;Farming communities;Established farming communities,-1.586347,51.190721,Postcode Level,04/01/2018,"(51.190721, -1.586347)",1462570,sp118bj
