PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS
SP5 1DZ,10,N,31,31,31,0,0,31,0,421337,131358,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EA,10,N,4,4,4,0,0,4,0,421484,131578,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EB,10,N,1,1,1,0,0,1,0,421059,130880,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1ED,10,N,1,1,1,0,0,1,0,420837,130787,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EE,10,N,2,2,2,0,0,2,0,421081,131330,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EF,10,N,10,10,10,0,0,10,0,421050,131250,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EG,10,N,10,10,10,0,0,10,0,421756,132113,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EH,10,N,2,2,2,0,0,2,0,420414,132183,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EJ,10,N,3,3,3,0,0,3,0,419936,132783,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EL,10,N,3,3,3,0,0,3,0,419121,131708,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EN,10,N,4,4,4,0,0,4,0,420223,131164,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EP,10,N,1,1,1,0,0,1,0,420648,130732,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EQ,10,N,2,2,2,0,0,2,0,421766,132403,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1ER,10,N,10,10,10,0,0,10,0,421137,131479,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1ES,10,N,16,12,16,0,0,12,4,426303,126093,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1ET,10,N,20,20,4,16,0,20,0,426569,126540,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1EU,10,N,16,16,16,0,0,16,0,421189,131596,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EW,10,N,2,2,2,0,0,2,0,420268,131056,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EX,10,N,31,31,30,1,0,31,0,425748,126723,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1EY,10,N,5,3,0,5,0,3,2,425412,126211,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1EZ,10,N,6,5,5,1,0,5,1,426225,126711,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1GZ,10,N,3,3,3,0,0,3,0,426868,127166,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HA,10,N,4,4,4,0,0,4,0,426805,126863,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HB,10,N,6,6,6,0,0,6,0,427195,126754,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HD,10,N,3,3,3,0,0,3,0,427338,126801,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HE,10,N,17,17,17,0,0,17,0,427499,126751,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HF,10,N,1,1,1,0,0,1,0,427492,126804,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HG,10,N,2,2,2,0,0,2,0,427534,126807,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HH,10,N,1,1,1,0,0,1,0,427901,126769,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HJ,10,N,13,12,12,1,0,12,1,428215,126766,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HN,10,N,2,2,2,0,0,2,0,424793,125756,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1HP,10,N,6,6,6,0,0,6,0,423843,126238,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1HQ,10,N,1,1,1,0,0,1,0,427623,126802,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HR,10,N,3,3,3,0,0,3,0,424551,126960,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1HS,10,N,1,1,1,0,0,1,0,424800,127876,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1HT,10,N,1,1,1,0,0,1,0,425021,126982,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1HU,10,N,9,9,8,1,0,9,0,426751,126754,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1HW,10,N,4,4,4,0,0,4,0,423902,125667,E92000001,E19000002,E18000010,,E06000054,E05008328,S
SP5 1JA,10,N,17,17,16,1,0,17,0,425698,126905,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JB,10,N,6,6,6,0,0,6,0,425610,127007,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1JD,10,N,6,6,6,0,0,6,0,425523,127022,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1JE,10,N,2,2,2,0,0,2,0,425440,126937,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1JF,10,N,5,5,5,0,0,5,0,425702,127018,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1JG,10,N,4,4,4,0,0,4,0,425936,127072,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JH,10,N,8,8,8,0,0,8,0,425599,127373,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1JJ,10,N,6,6,6,0,0,6,0,425625,127471,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1JL,10,N,14,14,14,0,0,14,0,425796,127465,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JN,10,N,2,2,2,0,0,2,0,425854,127935,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JP,10,N,3,3,3,0,0,3,0,426404,129331,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JQ,10,N,16,16,15,1,0,16,0,425750,127280,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1JW,10,N,3,3,3,0,0,3,0,426334,128376,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JX,10,N,6,6,5,1,0,6,0,427444,129934,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JY,10,N,9,9,8,1,0,9,0,427404,129836,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1JZ,10,N,2,2,2,0,0,2,0,427449,129813,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LA,10,N,8,8,8,0,0,8,0,427506,129295,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LB,10,N,4,4,4,0,0,4,0,427624,129696,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LD,10,N,12,12,12,0,0,12,0,428900,129715,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LE,10,N,10,10,10,0,0,10,0,429181,129384,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LF,10,N,4,4,4,0,0,4,0,429404,129238,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LG,10,N,6,6,6,0,0,6,0,429393,129064,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LJ,10,N,2,2,2,0,0,2,0,429381,128714,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LL,10,N,1,1,1,0,0,1,0,429921,128981,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LN,10,N,11,11,11,0,0,11,0,429375,129441,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LP,10,N,1,1,0,1,0,1,0,427547,129808,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LQ,10,N,2,2,2,0,0,2,0,429431,128792,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LR,10,N,2,2,2,0,0,2,0,427802,131879,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LS,10,N,2,2,2,0,0,2,0,427671,132206,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LT,10,N,5,5,5,0,0,5,0,426723,132471,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LU,10,N,6,6,6,0,0,6,0,426896,133443,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LW,10,N,2,2,2,0,0,2,0,429372,129874,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LX,10,N,7,7,7,0,0,7,0,426968,131754,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LY,10,N,2,2,2,0,0,2,0,428060,130488,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1LZ,10,N,8,8,8,0,0,8,0,429402,129122,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NA,10,N,6,6,6,0,0,6,0,427490,129988,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NB,10,N,1,1,1,0,0,1,0,427479,130273,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NF,10,N,29,29,27,2,0,29,0,427500,130160,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NG,10,N,14,14,14,0,0,14,0,427559,130275,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NH,10,N,1,1,0,1,0,1,0,426514,130939,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,L
SP5 1NL,10,N,16,16,15,1,0,16,0,426922,131030,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NN,10,N,4,4,4,0,0,4,0,426520,129885,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NP,10,N,1,1,1,0,0,1,0,427332,129842,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NR,10,N,21,21,21,0,0,21,0,427183,129648,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NS,10,N,4,4,4,0,0,4,0,426990,129557,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NT,10,N,2,2,2,0,0,2,0,426931,129082,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NU,10,N,24,24,21,3,0,24,0,426996,128483,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NW,10,N,3,3,3,0,0,3,0,426369,129880,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NX,10,N,1,1,1,0,0,1,0,427285,128834,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1NY,10,N,13,13,13,0,0,13,0,427263,129293,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1PA,10,N,2,2,2,0,0,2,0,427946,128052,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1PB,10,N,2,2,2,0,0,2,0,427942,128518,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1PD,10,N,8,8,8,0,0,8,0,427469,130118,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1PF,10,N,6,6,6,0,0,6,0,424784,132419,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PH,10,N,6,6,6,0,0,6,0,424514,132611,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PJ,10,N,24,24,23,1,0,24,0,424627,132629,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PL,10,N,33,33,32,1,0,33,0,424857,132370,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PN,10,N,2,2,2,0,0,2,0,425078,132187,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PP,10,N,42,42,42,0,0,42,0,424804,132758,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PQ,10,N,13,13,11,2,0,13,0,424313,132722,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PR,10,N,13,13,13,0,0,13,0,424850,132906,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PS,10,N,6,6,6,0,0,6,0,424793,132961,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PT,10,N,1,1,1,0,0,1,0,424535,133257,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PU,10,N,13,13,13,0,0,13,0,424982,132832,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PW,10,N,17,17,17,0,0,17,0,424672,132833,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PX,10,N,18,18,18,0,0,18,0,425016,132905,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PY,10,N,18,18,18,0,0,18,0,425105,132719,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1PZ,10,N,30,30,29,1,0,30,0,425365,132447,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QA,10,N,8,8,8,0,0,8,0,425620,132094,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QB,10,N,2,2,2,0,0,2,0,425784,130594,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QD,10,N,11,11,11,0,0,11,0,425245,132734,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QE,10,N,1,1,1,0,0,1,0,425647,133026,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QF,10,N,2,2,2,0,0,2,0,425471,133601,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QG,10,N,1,1,0,1,0,1,0,425595,132121,E92000001,E19000002,E18000010,,E06000054,E05008421,L
SP5 1QH,10,N,4,4,4,0,0,4,0,423666,133016,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QJ,10,N,25,25,25,0,0,25,0,424219,132885,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QL,10,N,12,12,12,0,0,12,0,423870,133134,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QP,10,N,4,4,4,0,0,4,0,424393,133249,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QQ,10,N,3,3,3,0,0,3,0,424903,132977,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QR,10,N,13,13,13,0,0,13,0,423700,133163,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QS,10,N,25,25,22,3,0,25,0,423776,132980,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QT,10,N,17,17,17,0,0,17,0,423720,133090,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QU,10,N,3,3,3,0,0,3,0,423771,133072,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QW,10,N,18,18,18,0,0,18,0,424189,133010,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QX,10,N,2,2,2,0,0,2,0,423774,133109,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QY,10,N,21,21,21,0,0,21,0,423846,132881,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1QZ,10,N,2,2,2,0,0,2,0,423789,132861,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RB,10,N,15,15,15,0,0,15,0,423849,132787,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RD,10,N,9,9,8,1,0,9,0,423769,132763,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RE,10,N,3,3,2,1,0,3,0,423180,132378,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RF,10,N,12,12,12,0,0,12,0,423345,132131,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RG,10,N,5,5,4,1,0,5,0,423289,132069,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RH,10,N,15,15,15,0,0,15,0,423431,131909,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RJ,10,N,30,29,27,3,0,29,1,424001,130896,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RL,10,N,14,14,13,1,0,14,0,424086,132269,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RN,10,N,39,39,39,0,0,39,0,424494,132733,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RP,10,N,5,5,5,0,0,5,0,423580,133259,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RQ,10,N,24,24,22,2,0,24,0,423493,132054,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RR,10,N,2,2,2,0,0,2,0,423635,132672,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RS,10,N,29,29,29,0,0,29,0,424361,132844,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RT,10,N,4,4,4,0,0,4,0,423700,132895,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RU,10,N,5,5,5,0,0,5,0,424307,132760,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RW,10,N,66,66,66,0,0,66,0,424523,132805,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RY,10,N,13,13,13,0,0,13,0,422985,132395,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1RZ,10,N,6,6,6,0,0,6,0,423091,132265,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SA,10,N,4,4,4,0,0,4,0,422191,133022,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SB,10,N,1,1,1,0,0,1,0,422283,133230,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SD,10,N,2,2,2,0,0,2,0,422580,133780,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SE,10,N,3,3,3,0,0,3,0,422643,133726,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SF,10,N,11,11,11,0,0,11,0,421572,133294,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SG,10,N,16,16,16,0,0,16,0,421502,133426,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SH,10,N,36,36,36,0,0,36,0,421292,133441,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SJ,10,N,12,12,12,0,0,12,0,421256,133314,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SL,10,N,13,13,13,0,0,13,0,421139,133338,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SN,10,N,26,26,26,0,0,26,0,421085,133241,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SP,10,N,23,23,23,0,0,23,0,420658,133538,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SQ,10,N,22,22,22,0,0,22,0,421393,133343,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SS,10,N,30,30,30,0,0,30,0,421155,133444,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1ST,10,N,3,3,1,2,0,3,0,420405,133637,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SU,10,N,4,4,4,0,0,4,0,419251,132827,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SW,10,N,33,33,33,0,0,33,0,420956,133412,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SX,10,N,6,6,5,1,0,6,0,422887,132410,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SY,10,N,20,20,20,0,0,20,0,421053,133474,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1SZ,10,N,26,26,26,0,0,26,0,423918,133046,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1TB,10,N,5,5,5,0,0,5,0,424958,132907,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1TH,10,N,10,10,10,0,0,10,0,427415,130103,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1TN,10,N,32,32,32,0,0,32,0,424398,132922,E92000001,E19000002,E18000010,,E06000054,E05008421,S
SP5 1UT,10,N,1,1,1,0,0,1,0,429328,128740,E92000001,E19000002,E18000009,E10000014,E07000093,E05012098,S
SP5 1UY,10,Y,1,1,0,0,1,1,0,413857,130232,E92000001,E19000002,E18000010,,E06000054,E05008393,L
SP5 2AA,10,N,16,16,15,1,0,16,0,425570,119998,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AB,10,N,6,5,5,1,0,5,1,425683,119870,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AD,10,N,8,8,8,0,0,8,0,425595,119662,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AE,10,N,1,1,0,1,0,1,0,425547,119639,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AF,10,N,19,19,19,0,0,19,0,425519,119290,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AG,10,N,2,2,2,0,0,2,0,425584,119210,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AH,10,N,3,3,3,0,0,3,0,425621,119141,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AJ,10,N,24,24,22,2,0,24,0,425667,119014,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AL,10,N,43,43,43,0,0,43,0,425774,118935,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AN,10,N,27,27,27,0,0,27,0,425842,118853,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AP,10,N,14,14,14,0,0,14,0,425709,118725,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AQ,10,N,4,4,4,0,0,4,0,425601,119051,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AR,10,N,3,3,3,0,0,3,0,425763,118579,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AS,10,N,36,36,35,1,0,36,0,425855,118287,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AT,10,N,13,13,13,0,0,13,0,425863,117997,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AU,10,N,3,3,3,0,0,3,0,425898,117954,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AW,10,N,7,7,7,0,0,7,0,425795,118898,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AX,10,N,16,16,15,1,0,16,0,425744,117921,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AY,10,N,16,16,16,0,0,16,0,425675,117911,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2AZ,10,N,66,66,53,13,0,66,0,426813,118888,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BB,10,N,33,33,28,5,0,33,0,427400,119447,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BD,10,N,28,28,28,0,0,28,0,427640,119538,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BE,10,N,16,15,15,1,0,15,1,426688,119704,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BF,10,N,43,43,43,0,0,43,0,419748,120352,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BG,10,N,20,18,8,12,0,18,2,427100,119956,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BH,10,Y,1,1,0,0,1,1,0,419869,120214,E92000001,E19000002,E18000010,,E06000054,E05008384,L
SP5 2BJ,10,N,1,1,1,0,0,1,0,425406,119244,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BL,10,N,3,3,3,0,0,3,0,419588,121163,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BN,10,N,16,16,14,2,0,16,0,425580,117672,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BP,10,N,21,21,17,4,0,21,0,425274,117240,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BQ,10,N,6,6,6,0,0,6,0,419577,121065,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BS,10,N,2,2,2,0,0,2,0,424749,116668,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BT,10,N,28,28,28,0,0,28,0,425515,117755,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BU,10,N,29,29,29,0,0,29,0,425244,117437,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BW,10,N,12,12,12,0,0,12,0,425441,117519,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BX,10,N,8,8,8,0,0,8,0,425134,117726,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BY,10,N,65,65,64,1,0,65,0,425177,117803,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2BZ,10,N,28,28,28,0,0,28,0,425209,117345,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DA,10,N,19,19,19,0,0,19,0,425204,117140,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DB,10,N,1,1,1,0,0,1,0,425458,117296,E92000001,E19000002,E18000009,E10000014,E07000091,E05004585,S
SP5 2DD,10,N,6,6,6,0,0,6,0,424765,117570,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DE,10,N,1,1,1,0,0,1,0,424293,117583,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DF,10,N,6,6,6,0,0,6,0,424715,117580,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DG,10,N,25,25,25,0,0,25,0,424714,117362,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DJ,10,N,7,7,7,0,0,7,0,424141,123327,E92000001,E19000002,E18000010,,E06000054,E05008328,S
SP5 2DL,10,N,6,6,6,0,0,6,0,419898,121147,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DN,10,N,1,1,1,0,0,1,0,423830,118432,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DP,10,N,18,18,18,0,0,18,0,424206,119167,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DR,10,N,6,6,6,0,0,6,0,424426,119494,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DS,10,N,7,7,6,1,0,7,0,423789,119228,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DT,10,N,6,6,6,0,0,6,0,424882,119634,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DU,10,N,5,5,3,2,0,5,0,424177,119898,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DW,10,N,7,7,7,0,0,7,0,426099,117739,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DX,10,N,2,2,2,0,0,2,0,424247,119849,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DY,10,N,1,1,1,0,0,1,0,423721,119899,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2DZ,10,N,1,1,1,0,0,1,0,423710,120463,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2EA,10,N,10,10,10,0,0,10,0,423153,119834,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2EB,10,N,1,1,1,0,0,1,0,423239,120409,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2ED,10,N,6,6,3,3,0,6,0,425978,119951,E92000001,E19000002,E18000010,,E06000054,E05008384,S
SP5 2EE,10,N,3,3,3,0,0,3,0,425604,120166,E92000001,E19000002,E18000010,,E06000054,E05008384,S
